ResponseId	Q120	MainBranch	Age	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	TechList	BuyNewTool	Country	Currency	CompTotal	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysPersonal use	OpSysProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	AISearchHaveWorkedWith	AISearchWantToWorkWith	AIDevHaveWorkedWith	AIDevWantToWorkWith	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	SOAI	AISelect	AISent	AIAcc	AIBen	AIToolInterested in Using	AIToolCurrently Using	AIToolNot interested in Using	AINextVery different	AINextNeither different nor similar	AINextSomewhat similar	AINextVery similar	AINextSomewhat different	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Knowledge_8	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	ProfessionalTech	Industry	SurveyLength	SurveyEase	ConvertedCompYearly
81977	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Remote	Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Written Tutorials;Stack Overflow;Interactive tutorial		7	3	Developer, full-stack	10 to 19 employees	I have some influence	Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow	Bangladesh	"BDT	Bangladeshi taka"	1000000.0	C;C#;C++;Java;JavaScript;PHP;Python;TypeScript	Go;Java;JavaScript;Python;TypeScript	Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis	Dynamodb;MongoDB;MySQL;PostgreSQL;Redis	Amazon Web Services (AWS);Digital Ocean;Firebase;Vercel	Amazon Web Services (AWS);Digital Ocean;Firebase	Express;NestJS;Next.js;Node.js;React;Remix	Django;Express;NestJS;Next.js;Node.js;React;Spring Boot	RabbitMQ	RabbitMQ	Docker;npm;Yarn	Docker;Kubernetes;npm;Yarn	Vim;Visual Studio Code	Vim;Visual Studio Code	Windows;Windows Subsystem for Linux (WSL)	Windows;Windows Subsystem for Linux (WSL)	Asana	Asana	Discord;Skype;Slack;Whatsapp	Discord;Slack;Whatsapp	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat		No, but I plan to soon	Favorable		Somewhat trust									Yes	Individual contributor	3.0	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	1-2 times a week	1-2 times a week	1-2 times a week	Over 120 minutes a day	30-60 minutes a day	Observability tools;None of these	Information Services, IT, Software Development, or other Technology	Too long	Easy	9297.0
83057	I agree	I am a developer by profession	18-24 years old	Independent contractor, freelancer, or self-employed;Student, full-time;Employed, part-time	In-person	Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Friend or family member;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Stack Overflow;Interactive tutorial	Codecademy;Udemy;Coursera;Udacity	9		Developer, full-stack			Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh			Assembly;Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript	Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript	Cloud Firestore;MongoDB;MySQL;PostgreSQL;Supabase	BigQuery;Cassandra;Cloud Firestore;Cockroachdb;Elasticsearch;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Supabase	Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure;Vercel	Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Vercel	Express;Next.js;Node.js;React;WordPress	ASP.NET;ASP.NET CORE;Django;Express;Next.js;Node.js;React	Flutter;Pandas;React Native	React Native;TensorFlow	APT;Docker;GNU GCC;Maven (build tool);npm;Vite;Yarn	APT;Docker;npm;Vite;Yarn	Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Visual Studio Code;Xcode	IntelliJ IDEA;Jupyter Notebook/JupyterLab;Neovim;Vim;Visual Studio Code	Android;Ubuntu;Windows	MacOS;Ubuntu;Windows	Clickup;Confluence;Jira;Linear;Markdown File;Notion;Trello	Jira;Linear;Markdown File;Notion;Trello	Discord;Google Chat;Google Meet;Skype;Telegram;Whatsapp;Zoom	Discord;Google Meet;Microsoft Teams;Slack	Bing AI;ChatGPT	Bing AI;ChatGPT;Google Bard AI	GitHub Copilot;Tabnine	GitHub Copilot	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Neutral	Typically AI provides a code with a good context. As the problems get harder, AI seems to struggle. So the solutions need to be checked by myself. Stack overflow is THE place where I find authentic results. But using stack overflow is hard and understanding the answers is tough. So I would say provide an AI generated answer, mark it as AI generated. And then let others analyze it as well. This can be an additional feature but the original question answers by humans MUST stay.	Yes	Very favorable	Other (please explain);Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration	Somewhat trust	Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates 	Learning about a codebase;Project planning;Writing code;Debugging and getting help;Deployment and monitoring;Collaborating with teammates 		Learning about a codebase;Project planning;Writing code;Debugging and getting help;Deployment and monitoring				Writing code;Collaborating with teammates 																			Appropriate in length	Neither easy nor difficult	
83903	I agree	I am learning to code	25-34 years old	Student, part-time			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Video-based Online Courses	Udemy	Less than 1 year					Given a list	Start a free trial;Visit developer communities like Stack Overflow	Bangladesh									WordPress	WordPress					Visual Studio Code	Jupyter Notebook/JupyterLab;Visual Studio Code	Android;Windows	Fedora;Ubuntu			Discord;Google Meet;Telegram;Whatsapp;Zoom	Discord;Google Meet;Telegram;Zoom	Bing AI;ChatGPT;Google Bard AI	Bing AI;ChatGPT;Google Bard AI			Stack Overflow;Stack Exchange	Less than once per month or monthly	Not sure/can't remember		Neutral	Auto testing solutions and rank based on it specially when no upvotes available.	Yes	Favorable	Increase productivity;Improve accuracy in coding	Neither trust nor distrust	Learning about a codebase;Writing code;Documenting code;Debugging and getting help	Debugging and getting help						Debugging and getting help																			Appropriate in length	Easy	
84466	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses	Other	4	1	Developer, full-stack	2 to 9 employees	I have some influence	Investigate	Start a free trial	Bangladesh	"BDT	Bangladeshi taka"	360000.0	HTML/CSS;JavaScript;Python	HTML/CSS;JavaScript;Python;TypeScript	MongoDB	Microsoft SQL Server;MongoDB;PostgreSQL			Node.js	Next.js;Node.js			npm;Pip;Vite;Yarn	Docker;Pip;Vite;Yarn	Visual Studio Code	Visual Studio;Visual Studio Code	Windows	Windows	Jira	Jira	Discord	Discord	ChatGPT	ChatGPT	AWS CodeWhisperer	AWS CodeWhisperer	Stack Overflow	Multiple times per day	No		Yes, somewhat		Yes	Favorable	Increase productivity	Somewhat trust		Writing code			Writing code				Yes	Individual contributor	1.0	Agree	Agree	Disagree	Agree	Agree		Disagree	Agree	Never	3-5 times a week	Never					Too long	Neither easy nor difficult	3347.0
84518	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Professional development or self-paced learning from online courses	Some college/university study without earning a degree	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Video-based Online Courses;Stack Overflow	Udemy	3	2	Developer, front-end	2 to 9 employees	I have some influence	Given a list	Start a free trial;Ask developers I know/work with	Bangladesh	"BDT	Bangladeshi taka"	540000.0	HTML/CSS;JavaScript	C#;Go;HTML/CSS;JavaScript	MongoDB;MySQL;PostgreSQL	MongoDB;MySQL;PostgreSQL;Redis	Digital Ocean;Firebase;Heroku;Vercel	Vercel	Express;NestJS;Next.js;Node.js;React	ASP.NET CORE;Express;NestJS;Next.js;Node.js;React			npm;pnpm;Yarn	npm;pnpm;Yarn	Visual Studio;Visual Studio Code	Visual Studio;Visual Studio Code	Ubuntu;Windows	Windows			Discord;Google Meet	Discord;Google Meet	ChatGPT;Google Bard AI	ChatGPT;Google Bard AI			Stack Overflow	A few times per week	Yes	A few times per month or weekly	Yes, definitely	no comment	Yes	Favorable	Improve collaboration	Neither trust nor distrust		Learning about a codebase			Learning about a codebase				Yes	Individual contributor	2.0									1-2 times a week	1-2 times a week		Less than 15 minutes a day	Less than 15 minutes a day	DevOps function	Wholesale	Appropriate in length	Easy	5020.0
84563	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow	Codecademy;Udemy;Coursera	8	3	Developer, full-stack	100 to 499 employees	I have little or no influence		Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	1352000.0	Bash/Shell (all shells);Java;JavaScript;Kotlin;Rust;TypeScript	Bash/Shell (all shells);Java;JavaScript;Kotlin;Rust;TypeScript	H2;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite;Supabase	H2;MariaDB;MySQL;Oracle;PostgreSQL;Redis;SQLite;Supabase	Amazon Web Services (AWS);Google Cloud;Heroku	Google Cloud	Express;FastAPI;jQuery;NestJS;Node.js;React;Spring Boot;Svelte;Vue.js	React;Spring Boot;Svelte;Vue.js	Quarkus;RabbitMQ;Spring Framework	Spring Framework	APT;Cargo;Docker;GNU GCC;Gradle;Make;Maven (build tool);npm;Pip;pnpm;Vite;Yarn	APT;Cargo;Docker;GNU GCC;Gradle;Make;Maven (build tool);Vite;Yarn	CLion;IntelliJ IDEA;Nano;Neovim;Visual Studio Code	IntelliJ IDEA;Nano;Neovim;Visual Studio Code	Android;Arch;Windows;Windows Subsystem for Linux (WSL)	Android;Ubuntu	GitHub Discussions;Jira;Trello;YouTrack	GitHub Discussions;Jira	Discord;Google Chat;Google Meet;Zoom	Discord;Google Chat;Google Meet	Bing AI;ChatGPT;Google Bard AI	Bing AI;ChatGPT	GitHub Copilot	GitHub Copilot	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	No, not really	Answer the questions I ask If it's a duplicate question	Yes	Very favorable	Increase productivity;Greater efficiency	Neither trust nor distrust	Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring	Writing code			Writing code				No																		Appropriate in length	Easy	12569.0
84854	I agree	I am a developer by profession	35-44 years old	Employed, full-time	Hybrid (some remote, some in-person)	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc)			23	18	Developer, full-stack	100 to 499 employees	I have some influence	Investigate	Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"		Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL;TypeScript	Java;Kotlin;Rust;Scala	Elasticsearch;PostgreSQL	BigQuery;Cassandra;Couchbase	Amazon Web Services (AWS);OpenShift	Cloudflare;Google Cloud;OpenStack	Next.js;React;Spring Boot	Angular;Elm	Electron;React Native;Spring Framework	Apache Kafka;Apache Spark;Micronaut;Quarkus	Docker;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);npm;Pacman;Pip;Webpack;Yarn	CMake	IntelliJ IDEA;Vim;Visual Studio Code	Qt Creator	Arch	MacOS	Confluence;Jira		Google Meet;Slack;Zoom						Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Neutral		No, but I plan to soon	Favorable		Neither trust nor distrust									No																		Too long	Easy	
85247	I agree	I am a developer by profession	18-24 years old	Not employed, but looking for work;Student, full-time			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Stack Overflow;Interactive tutorial	Codecademy	3		Developer, mobile			Investigate	Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh			C;HTML/CSS;Java	C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Swift	MySQL;SQLite	MongoDB;MySQL;SQLite	Google Cloud	Google Cloud			Cordova	Cordova;Flutter;SwiftUI			Android Studio;Code::Blocks;IntelliJ IDEA;Sublime Text;Visual Studio Code	Android Studio;Code::Blocks;IntelliJ IDEA;PyCharm;Sublime Text;Visual Studio	Windows				Telegram;Whatsapp;Zoom	Whatsapp;Zoom	ChatGPT	ChatGPT			Stack Overflow	Multiple times per day	Not sure/can't remember		Yes, definitely		No, but I plan to soon	Favorable		Somewhat trust																											Appropriate in length	Easy	
85269	I agree	I am a developer by profession	25-34 years old	Not employed, but looking for work			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos	Udemy	7		Developer, full-stack			Given a list	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh			JavaScript;Python	Go;JavaScript;Python	PostgreSQL	PostgreSQL	Vercel	Vercel	Django;Next.js;React	Django;FastAPI;Flask;Next.js;React			Ansible;Docker;Pip;Vite;Yarn	Ansible;Docker;Kubernetes;Pip;Vite;Yarn	Visual Studio Code	Visual Studio Code	Ubuntu	Ubuntu	Jira	Jira;Trello	Slack	Slack					Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per week	Yes, definitely	Its good that stack overflow using AI tools. The primary use of SO is to find the solution for problems. AI could help to find solution faster, its good for everyone to use AI tools.	No, but I plan to soon	Very favorable		Neither trust nor distrust																											Appropriate in length	Easy	
85296	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Remote	Hobby;Freelance/contract work	Some college/university study without earning a degree	Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Stack Overflow	Udemy	4	3	Developer, back-end	2 to 9 employees	I have some influence	Investigate	Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	420000.0	HTML/CSS;JavaScript;TypeScript	HTML/CSS;JavaScript;TypeScript	MongoDB;PostgreSQL	MongoDB;PostgreSQL	Digital Ocean;Netlify;Vercel	Digital Ocean;Netlify;Vercel	Express;Next.js;Node.js;React	Express;NestJS;Next.js;Node.js;Qwik;React;Solid.js			npm;Vite;Yarn	npm;pnpm;Vite;Yarn	Visual Studio Code	Visual Studio Code	Windows	Windows	Jira;Miro;Trello	Jira;Miro;Trello	Slack;Whatsapp	Slack;Whatsapp			GitHub Copilot	GitHub Copilot	Stack Overflow	A few times per week	Not sure/can't remember		Yes, somewhat		Yes	Very favorable	Increase productivity;Speed up learning;Improve accuracy in coding	Neither trust nor distrust		Writing code;Documenting code;Testing code				Writing code		Documenting code;Testing code	Yes	Individual contributor	4.0	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	1-2 times a week	Never		30-60 minutes a day	Less than 15 minutes a day	Continuous integration (CI) and (more often) continuous delivery	Information Services, IT, Software Development, or other Technology	Too long	Neither easy nor difficult	3905.0
85300	I agree	I am not primarily a developer, but I write code sometimes as part of my work/studies	25-34 years old	Employed, full-time	Remote	Hobby;Freelance/contract work;School or academic work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;How-to videos;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow	Codecademy;Udemy;Coursera	7	3	System administrator	20 to 99 employees	I have a great deal of influence	Investigate	Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"USD	United States dollar"	12000.0	JavaScript;MATLAB;Python;SQL;TypeScript;VBA	JavaScript;PowerShell;Python;TypeScript;VBA	Microsoft SQL Server;SQLite	SQLite	Google Cloud;Heroku	Microsoft Azure	Angular	Flask	NumPy;Torch/PyTorch	NumPy;Torch/PyTorch			Jupyter Notebook/JupyterLab;Visual Studio Code	Jupyter Notebook/JupyterLab;Visual Studio Code	Windows	Windows	Microsoft Lists;Microsoft Planner	Microsoft Lists;Microsoft Planner	Microsoft Teams;Signal;Telegram;Whatsapp	Microsoft Teams;Signal;Telegram;Whatsapp	Bing AI;ChatGPT	Bing AI;ChatGPT;Google Bard AI;WolframAlpha	GitHub Copilot		Stack Overflow;Stack Exchange	Daily or almost daily	Not sure/can't remember		Neutral	Have a interactive AI in context of current solution I'm visiting to help modifying it for my need	Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning	Somewhat trust	Learning about a codebase;Documenting code;Testing code	Writing code;Debugging and getting help	Project planning					Writing code	Yes	People manager	3.0	Agree		Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	1-2 times a week	1-2 times a week		30-60 minutes a day	15-30 minutes a day	None of these	Retail and Consumer Services	Appropriate in length	Easy	12000.0
85332	I agree	I am a developer by profession	18-24 years old	Independent contractor, freelancer, or self-employed;Student, full-time	Remote	Hobby	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Written-based Online Courses;Written Tutorials;Stack Overflow		2		Developer, full-stack			Investigate	Visit developer communities like Stack Overflow	Bangladesh			Bash/Shell (all shells);HTML/CSS;JavaScript;Python	Bash/Shell (all shells);HTML/CSS;JavaScript;Python	PostgreSQL;SQLite	PostgreSQL;SQLite	Cloudflare	Cloudflare;Oracle Cloud Infrastructure (OCI)	Django;Svelte	Django;Svelte			npm;Pip	npm;Pip	Visual Studio Code	Visual Studio Code	Android;Windows				Discord	Discord	Bing AI;ChatGPT;Phind	Bing AI;ChatGPT;Google Bard AI;Phind	AWS CodeWhisperer	AWS CodeWhisperer	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Neutral		Yes	Favorable	Increase productivity;Speed up learning	Somewhat distrust	Project planning;Documenting code;Testing code;Committing and reviewing code	Learning about a codebase;Writing code;Debugging and getting help	Deployment and monitoring;Collaborating with teammates 	Debugging and getting help				Learning about a codebase;Writing code																			Appropriate in length	Easy	
85427	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Hobby;Contribute to open-source projects;Bootstrapping a business	Some college/university study without earning a degree	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Recorded coding sessions;How-to videos;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Certification videos	Codecademy;Udemy	11	9	Engineering manager	20 to 99 employees	I have a great deal of influence	Investigate	Start a free trial;Visit developer communities like Stack Overflow	Bangladesh	"BDT	Bangladeshi taka"		HTML/CSS;JavaScript;PHP;SQL;TypeScript	Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript	MariaDB;MySQL;Redis;SQLite	MariaDB;MongoDB;PostgreSQL;Redis;SQLite	Amazon Web Services (AWS);Firebase;Google Cloud	Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud	Laravel;NestJS;Next.js;Node.js;React;Vue.js	Fastify;Laravel;NestJS;Next.js;Node.js;Qwik			npm;Vite;Webpack	Bun;Docker;npm;pnpm;Vite	PhpStorm;Sublime Text;Visual Studio Code	PhpStorm	Ubuntu;Windows;Windows Subsystem for Linux (WSL)	Ubuntu;Windows Subsystem for Linux (WSL)	Jira;Markdown File	Jira;Markdown File	Cisco Webex Teams;Discord;Google Meet;Skype	Discord;Google Meet					Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Collectives on Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, definitely	I think AI can be used so suggest possible answers to questions but that should not take place where user given answers are & clearly identifiable	No, and I don't plan to												Yes	People manager	11.0	Strongly agree							Strongly agree	1-2 times a week	3-5 times a week	Never	15-30 minutes a day	30-60 minutes a day	DevOps function;Microservices	Advertising Services	Too long	Neither easy nor difficult	
85430	I agree	I am a developer by profession	18-24 years old	Employed, full-time;Independent contractor, freelancer, or self-employed	Remote	Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work	Some college/university study without earning a degree	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses	Udemy	4	3	Developer, front-end	Just me - I am a freelancer, sole proprietor, etc.	I have little or no influence		Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"		JavaScript;Solidity;TypeScript	Go;JavaScript;Python;Solidity;TypeScript	MariaDB;MongoDB;PostgreSQL;Supabase	MongoDB;PostgreSQL;SQLite;Supabase	Amazon Web Services (AWS);Firebase;Fly.io;Netlify;Vercel	Amazon Web Services (AWS);Digital Ocean;Firebase;Fly.io;Linode, now Akamai;Netlify;Vercel;Vultr	Express;NestJS;Next.js;Node.js;React;WordPress	Express;NestJS;Next.js;Node.js;Qwik;React			npm;pnpm;Vite;Yarn	Docker;Kubernetes;npm;Pip;pnpm;Vite;Yarn	Visual Studio Code;WebStorm	Fleet;Visual Studio Code	Windows	Ubuntu			Google Meet;Microsoft Teams;Signal;Skype;Slack;Telegram;Whatsapp;Zoom	Google Meet;Signal;Skype;Telegram	ChatGPT;Google Bard AI;You.com	ChatGPT;Google Bard AI;You.com	Codeium;GitHub Copilot;Tabnine	GitHub Copilot	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Yes, somewhat	Probably, while creating the problem description i guess? make things more organized	Yes	Favorable	Increase productivity;Speed up learning	Somewhat trust	Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring	Learning about a codebase;Project planning;Writing code;Debugging and getting help	Collaborating with teammates 					Learning about a codebase;Project planning;Writing code;Debugging and getting help	Yes	Individual contributor	3.0	Strongly agree	Agree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Never	1-2 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	AI-assisted technology tool(s)	Information Services, IT, Software Development, or other Technology	Too long	Easy	
85561	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow		5	5	Developer, back-end	20 to 99 employees	I have little or no influence		Start a free trial;Ask developers I know/work with;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"		Go;HTML/CSS;JavaScript;PHP;SQL	Go;JavaScript;SQL	MySQL;PostgreSQL	PostgreSQL	Amazon Web Services (AWS);Google Cloud	Amazon Web Services (AWS);Google Cloud	Laravel				Kubernetes	Kubernetes	Atom;PhpStorm;Visual Studio Code	Visual Studio Code	Ubuntu;Windows	Ubuntu			Google Meet;Mattermost;Skype;Slack;Zoom	Google Meet;Mattermost;Skype;Slack;Zoom	Bing AI;ChatGPT	Bing AI;ChatGPT;Google Bard AI			Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	Yes, somewhat	Having detailed reply in different way of solving issue beside real person reply.	Yes	Favorable	Greater efficiency	Neither trust nor distrust	Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring	Writing code;Debugging and getting help	Collaborating with teammates 		Writing code;Debugging and getting help				Yes	People manager	5.0	Strongly agree	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Agree	3-5 times a week	10+ times a week	1-2 times a week	30-60 minutes a day	30-60 minutes a day	Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery	Financial Services	Too long	Easy	
